PO_HEADER	1231231	POQJRII239123	1/1/2015	20/20/2015	1232.33	20	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADERA	1064080	1064080DPFPDPF	1/1/2015	1/6/2015	1607.83	2	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_DETAIL	1013252	"ASDFDSF"	1/6/2015	CANCELLED
PO_HEADER	1181711	1181711DPFPDPF	1/10/2015	1/12/2015	1050.42	0	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	963421	963421DPFPDPF	1/11/2015	1/13/2015	2438.34	8	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1153793	1153793DPFPDPF	1/19/2015	1/22/2015	2411.79	11	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1011858	1011858DPFPDPF	1/19/2015	1/25/2015	1076.35	11	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1079540	1079540DPFPDPF	1/28/2015	1/28/2015	1584.16	9	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	966460	966460DPFPDPF	2/4/2015	2/12/2015	1485.13	0	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1080748	1080748DPFPDPF	2/9/2015	2/20/2015 12:35:16PM	679.21	4	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1002630	1002630DPFPDPF	2/13/2015	2/20/2015	548.26	8	3939 Main Street	Suite 209	2/20/2014
PO_HEADER	1152843	1152843DPFPDPF	2/18/2015	2/22/2015	1820.94	5	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1133464	1133464DPFPDPF	2/18/2015	2/24/2015	315.95	0	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1059658	1059658DPFPDPF	2/23/2015	2/24/2015	1872.72	12.9	3939 Main Street	Suite 209
PO_HEADER	1117666	1117666DPFPDPF	2/24/2015	2/26/2015	682.3	7	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1150320	1150320DPFPDPF	3/1/2015	3/10/2015	1296.58	6	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1212557	1212557DPFPDPF	3/10/2015	3/17/2015	925.34	10	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1163434	1163434DPFPDPF	3/17/2015	3/22/2015	967.14	7	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1089039	1089039DPFPDPF	3/20/2015	3/21/2015	829.95	4	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	959188	959188DPFPDPF	3/22/2015	3/31/2015	689.48	14	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1096023	1096023DPFPDPF	3/30/2015	3/30/2015	1775.58	5	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1001312	1001312DPFPDPF	4/5/2015	4/7/2015	1901.35	11	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1032948	1032948DPFPDPF	4/8/2015	4/16/2015	1235.98	5	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1193777	1193777DPFPDPF	4/16/2015	4/25/2015	637.44	7	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1118623	1118623DPFPDPF	4/25/2015	4/28/2015	940.33	10	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1178130	1178130DPFPDPF	5/1/2015	5/9/2015	1363.79	13	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1012411	1012411DPFPDPF	5/7/2015	5/7/2015	297.55	12	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	991352	991352DPFPDPF	5/14/2015	5/15/2015	2221.01	1	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1132218	1132218DPFPDPF	5/17/2015	5/18/2015	658.23	13	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1102700	1102700DPFPDPF	5/18/2015	5/26/2015	1938.57	3	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	1139722	1139722DPFPDPF	5/26/2015	5/30/2015	1984.31	4	3939 Main Street	Suite 209	2/1/2016 8:35:59AM
PO_HEADER	979394	979394DPFPDPF	6/2/2015	6/7/2015	552.99	12	3939 Main Street	Suite 209	2/1/2016 8:35:59AM




ROW TOTAL 202020
									
